ANNEE;Code INSEE de la région;Région;Niveau de tension (kV);Nombre de postes électriques
2017;24;CENTRE-VAL DE LOIRE;45;0
2017;44;GRAND EST;45;0
2017;32;HAUTS-DE-FRANCE;45;0
2017;52;PAYS DE LA LOIRE;45;0
2017;93;PROVENCE-ALPES-COTE D'AZUR;45;0
2017;53;BRETAGNE;400;4
2017;24;CENTRE-VAL DE LOIRE;400;14
2017;93;PROVENCE-ALPES-COTE D'AZUR;400;10
2017;27;BOURGOGNE-FRANCHE-COMTE;225;29
2017;76;OCCITANIE;225;53
2017;27;BOURGOGNE-FRANCHE-COMTE;150;0
2017;53;BRETAGNE;150;0
2017;93;PROVENCE-ALPES-COTE D'AZUR;150;11
2017;28;NORMANDIE;90;97
2017;52;PAYS DE LA LOIRE;90;99
2017;24;CENTRE-VAL DE LOIRE;63;5
2017;44;GRAND EST;63;164
2017;75;NOUVELLE-AQUITAINE;63;144
2017;53;BRETAGNE;45;0
2017;32;HAUTS-DE-FRANCE;400;17
2017;28;NORMANDIE;400;12
2017;75;NOUVELLE-AQUITAINE;400;16
2017;44;GRAND EST;225;64
2017;24;CENTRE-VAL DE LOIRE;150;0
2017;44;GRAND EST;150;1
2017;28;NORMANDIE;150;0
2017;27;BOURGOGNE-FRANCHE-COMTE;90;0
2017;24;CENTRE-VAL DE LOIRE;90;111
2017;32;HAUTS-DE-FRANCE;90;69
2017;93;PROVENCE-ALPES-COTE D'AZUR;90;0
2017;84;AUVERGNE-RHONE-ALPES;45;7
2017;11;ILE-DE-FRANCE;400;13
2017;32;HAUTS-DE-FRANCE;225;61
2017;11;ILE-DE-FRANCE;225;108
2017;84;AUVERGNE-RHONE-ALPES;150;0
2017;32;HAUTS-DE-FRANCE;150;0
2017;84;AUVERGNE-RHONE-ALPES;90;8
2017;53;BRETAGNE;90;26
2017;27;BOURGOGNE-FRANCHE-COMTE;63;151
2017;32;HAUTS-DE-FRANCE;63;63
2017;11;ILE-DE-FRANCE;63;49
2017;28;NORMANDIE;63;2
2017;11;ILE-DE-FRANCE;45;0
2017;76;OCCITANIE;45;0
2016;53;BRETAGNE;400;4
2016;24;CENTRE-VAL DE LOIRE;400;14
2016;28;NORMANDIE;400;12
2016;27;BOURGOGNE-FRANCHE-COMTE;225;29
2016;11;ILE-DE-FRANCE;225;107
2016;28;NORMANDIE;225;23
2016;75;NOUVELLE-AQUITAINE;225;39
2016;52;PAYS DE LA LOIRE;225;25
2016;27;BOURGOGNE-FRANCHE-COMTE;150;0
2016;93;PROVENCE-ALPES-COTE D'AZUR;150;10
2016;75;NOUVELLE-AQUITAINE;90;137
2016;52;PAYS DE LA LOIRE;90;99
2016;32;HAUTS-DE-FRANCE;63;63
2016;76;OCCITANIE;63;274
2016;84;AUVERGNE-RHONE-ALPES;45;6
2016;44;GRAND EST;45;0
2016;76;OCCITANIE;45;0
2016;52;PAYS DE LA LOIRE;45;0
2016;84;AUVERGNE-RHONE-ALPES;400;28
2016;32;HAUTS-DE-FRANCE;400;17
2016;93;PROVENCE-ALPES-COTE D'AZUR;400;10
2016;84;AUVERGNE-RHONE-ALPES;225;80
2016;53;BRETAGNE;225;19
2016;44;GRAND EST;225;64
2016;76;OCCITANIE;225;53
2016;93;PROVENCE-ALPES-COTE D'AZUR;225;56
2016;44;GRAND EST;150;1
2016;32;HAUTS-DE-FRANCE;150;0
2016;11;ILE-DE-FRANCE;150;0
2016;75;NOUVELLE-AQUITAINE;150;3
2016;76;OCCITANIE;150;10
2016;27;BOURGOGNE-FRANCHE-COMTE;90;0
2016;53;BRETAGNE;90;25
2016;32;HAUTS-DE-FRANCE;90;69
2016;93;PROVENCE-ALPES-COTE D'AZUR;90;0
2016;44;GRAND EST;63;164
2016;52;PAYS DE LA LOIRE;63;23
2016;53;BRETAGNE;45;0
2016;75;NOUVELLE-AQUITAINE;400;16
2016;52;PAYS DE LA LOIRE;400;7
2016;24;CENTRE-VAL DE LOIRE;225;11
2016;84;AUVERGNE-RHONE-ALPES;90;8
2016;24;CENTRE-VAL DE LOIRE;90;111
2016;11;ILE-DE-FRANCE;90;11
2016;28;NORMANDIE;90;96
2016;84;AUVERGNE-RHONE-ALPES;63;308
2016;11;ILE-DE-FRANCE;63;49
2016;27;BOURGOGNE-FRANCHE-COMTE;45;0
2016;24;CENTRE-VAL DE LOIRE;45;0
2016;32;HAUTS-DE-FRANCE;45;0
2016;11;ILE-DE-FRANCE;45;0
2016;28;NORMANDIE;45;0
2016;75;NOUVELLE-AQUITAINE;45;0
2016;44;GRAND EST;400;19
2016;84;AUVERGNE-RHONE-ALPES;150;0
2016;53;BRETAGNE;150;0
2016;24;CENTRE-VAL DE LOIRE;150;0
2016;28;NORMANDIE;150;0
2016;44;GRAND EST;90;10
2016;27;BOURGOGNE-FRANCHE-COMTE;63;149
2016;75;NOUVELLE-AQUITAINE;63;143
2016;27;BOURGOGNE-FRANCHE-COMTE;400;8
2016;11;ILE-DE-FRANCE;400;13
2016;76;OCCITANIE;400;14
2016;32;HAUTS-DE-FRANCE;225;60
2016;52;PAYS DE LA LOIRE;150;0
2016;76;OCCITANIE;90;0
2016;53;BRETAGNE;63;90
2016;24;CENTRE-VAL DE LOIRE;63;5
2016;28;NORMANDIE;63;2
2016;93;PROVENCE-ALPES-COTE D'AZUR;63;124
2016;93;PROVENCE-ALPES-COTE D'AZUR;45;0
2015;24;CENTRE-VAL DE LOIRE;400;13
2015;44;GRAND EST;400;19
2015;93;PROVENCE-ALPES-COTE D'AZUR;400;9
2015;84;AUVERGNE-RHONE-ALPES;225;77
2015;76;OCCITANIE;225;52
2015;28;NORMANDIE;90;95
2015;27;BOURGOGNE-FRANCHE-COMTE;45;0
2015;76;OCCITANIE;45;0
2015;52;PAYS DE LA LOIRE;45;0
2015;28;NORMANDIE;400;12
2015;76;OCCITANIE;400;14
2015;28;NORMANDIE;150;0
2015;27;BOURGOGNE-FRANCHE-COMTE;90;0
2015;93;PROVENCE-ALPES-COTE D'AZUR;90;0
2015;53;BRETAGNE;63;90
2015;28;NORMANDIE;63;2
2015;84;AUVERGNE-RHONE-ALPES;45;7
2015;11;ILE-DE-FRANCE;45;0
2015;84;AUVERGNE-RHONE-ALPES;400;28
2015;32;HAUTS-DE-FRANCE;400;16
2015;11;ILE-DE-FRANCE;400;12
2015;53;BRETAGNE;225;19
2015;24;CENTRE-VAL DE LOIRE;225;11
2015;11;ILE-DE-FRANCE;225;107
2015;75;NOUVELLE-AQUITAINE;225;39
2015;53;BRETAGNE;150;0
2015;24;CENTRE-VAL DE LOIRE;150;0
2015;75;NOUVELLE-AQUITAINE;150;3
2015;32;HAUTS-DE-FRANCE;90;68
2015;75;NOUVELLE-AQUITAINE;90;135
2015;24;CENTRE-VAL DE LOIRE;63;5
2015;11;ILE-DE-FRANCE;63;50
2015;53;BRETAGNE;400;4
2015;75;NOUVELLE-AQUITAINE;400;16
2015;52;PAYS DE LA LOIRE;400;7
2015;27;BOURGOGNE-FRANCHE-COMTE;225;29
2015;44;GRAND EST;225;64
2015;44;GRAND EST;150;1
2015;32;HAUTS-DE-FRANCE;150;0
2015;11;ILE-DE-FRANCE;150;0
2015;76;OCCITANIE;150;11
2015;52;PAYS DE LA LOIRE;150;0
2015;93;PROVENCE-ALPES-COTE D'AZUR;150;10
2015;84;AUVERGNE-RHONE-ALPES;90;8
2015;53;BRETAGNE;90;24
2015;44;GRAND EST;90;10
2015;11;ILE-DE-FRANCE;90;11
2015;76;OCCITANIE;90;0
2015;84;AUVERGNE-RHONE-ALPES;63;308
2015;27;BOURGOGNE-FRANCHE-COMTE;63;148
2015;76;OCCITANIE;63;274
2015;52;PAYS DE LA LOIRE;63;23
2015;53;BRETAGNE;45;0
2015;24;CENTRE-VAL DE LOIRE;45;0
2015;44;GRAND EST;45;0
2015;28;NORMANDIE;45;0
2015;75;NOUVELLE-AQUITAINE;45;0
2015;93;PROVENCE-ALPES-COTE D'AZUR;45;0
2015;27;BOURGOGNE-FRANCHE-COMTE;400;8
2015;32;HAUTS-DE-FRANCE;225;60
2015;28;NORMANDIE;225;23
2015;52;PAYS DE LA LOIRE;225;24
2015;93;PROVENCE-ALPES-COTE D'AZUR;225;57
2015;84;AUVERGNE-RHONE-ALPES;150;0
2015;27;BOURGOGNE-FRANCHE-COMTE;150;1
2015;24;CENTRE-VAL DE LOIRE;90;111
2015;52;PAYS DE LA LOIRE;90;99
2015;44;GRAND EST;63;166
2015;32;HAUTS-DE-FRANCE;63;62
2015;75;NOUVELLE-AQUITAINE;63;143
2015;93;PROVENCE-ALPES-COTE D'AZUR;63;124
2015;32;HAUTS-DE-FRANCE;45;0
2014;44;GRAND EST;400;19
2014;32;HAUTS-DE-FRANCE;225;61
2014;93;PROVENCE-ALPES-COTE D'AZUR;225;56
2014;11;ILE-DE-FRANCE;90;11
2014;75;NOUVELLE-AQUITAINE;90;134
2014;84;AUVERGNE-RHONE-ALPES;63;308
2014;27;BOURGOGNE-FRANCHE-COMTE;63;148
2014;84;AUVERGNE-RHONE-ALPES;45;6
2014;44;GRAND EST;45;0
2014;32;HAUTS-DE-FRANCE;45;0
2014;11;ILE-DE-FRANCE;45;0
2014;24;CENTRE-VAL DE LOIRE;400;13
2014;11;ILE-DE-FRANCE;400;12
2014;93;PROVENCE-ALPES-COTE D'AZUR;400;9
2014;27;BOURGOGNE-FRANCHE-COMTE;225;30
2014;53;BRETAGNE;225;19
2014;24;CENTRE-VAL DE LOIRE;225;11
2014;75;NOUVELLE-AQUITAINE;225;37
2014;84;AUVERGNE-RHONE-ALPES;150;0
2014;27;BOURGOGNE-FRANCHE-COMTE;150;1
2014;24;CENTRE-VAL DE LOIRE;150;0
2014;76;OCCITANIE;150;12
2014;53;BRETAGNE;90;23
2014;32;HAUTS-DE-FRANCE;90;68
2014;28;NORMANDIE;90;95
2014;76;OCCITANIE;90;0
2014;28;NORMANDIE;63;2
2014;27;BOURGOGNE-FRANCHE-COMTE;45;0
2014;53;BRETAGNE;45;0
2014;84;AUVERGNE-RHONE-ALPES;400;28
2014;27;BOURGOGNE-FRANCHE-COMTE;400;7
2014;53;BRETAGNE;400;4
2014;28;NORMANDIE;150;0
2014;93;PROVENCE-ALPES-COTE D'AZUR;150;10
2014;27;BOURGOGNE-FRANCHE-COMTE;90;0
2014;53;BRETAGNE;63;90
2014;52;PAYS DE LA LOIRE;63;22
2014;75;NOUVELLE-AQUITAINE;45;0
2014;76;OCCITANIE;400;14
2014;52;PAYS DE LA LOIRE;400;7
2014;84;AUVERGNE-RHONE-ALPES;225;77
2014;44;GRAND EST;225;64
2014;52;PAYS DE LA LOIRE;225;23
2014;53;BRETAGNE;150;0
2014;75;NOUVELLE-AQUITAINE;150;3
2014;24;CENTRE-VAL DE LOIRE;90;111
2014;24;CENTRE-VAL DE LOIRE;63;5
2014;32;HAUTS-DE-FRANCE;63;61
2014;76;OCCITANIE;63;274
2014;24;CENTRE-VAL DE LOIRE;45;0
2014;28;NORMANDIE;45;0
2014;52;PAYS DE LA LOIRE;45;0
2014;93;PROVENCE-ALPES-COTE D'AZUR;45;0
2014;32;HAUTS-DE-FRANCE;400;15
2014;28;NORMANDIE;400;12
2014;75;NOUVELLE-AQUITAINE;400;14
2014;11;ILE-DE-FRANCE;225;106
2014;28;NORMANDIE;225;23
2014;76;OCCITANIE;225;51
2014;44;GRAND EST;150;1
2014;32;HAUTS-DE-FRANCE;150;0
2014;11;ILE-DE-FRANCE;150;0
2014;52;PAYS DE LA LOIRE;150;0
2014;84;AUVERGNE-RHONE-ALPES;90;8
2014;44;GRAND EST;90;10
2014;52;PAYS DE LA LOIRE;90;99
2014;93;PROVENCE-ALPES-COTE D'AZUR;90;0
2014;44;GRAND EST;63;167
2014;11;ILE-DE-FRANCE;63;49
2014;75;NOUVELLE-AQUITAINE;63;143
2014;93;PROVENCE-ALPES-COTE D'AZUR;63;124
2014;76;OCCITANIE;45;0
2013;11;ILE-DE-FRANCE;400;12
2013;76;OCCITANIE;400;14
2013;52;PAYS DE LA LOIRE;400;5
2013;93;PROVENCE-ALPES-COTE D'AZUR;400;9
2013;44;GRAND EST;225;63
2013;28;NORMANDIE;225;23
2013;93;PROVENCE-ALPES-COTE D'AZUR;225;55
2013;27;BOURGOGNE-FRANCHE-COMTE;150;1
2013;76;OCCITANIE;150;12
2013;84;AUVERGNE-RHONE-ALPES;90;8
2013;27;BOURGOGNE-FRANCHE-COMTE;90;0
2013;44;GRAND EST;90;9
2013;52;PAYS DE LA LOIRE;90;97
2013;53;BRETAGNE;63;90
2013;44;GRAND EST;63;167
2013;84;AUVERGNE-RHONE-ALPES;45;6
2013;24;CENTRE-VAL DE LOIRE;45;0
2013;76;OCCITANIE;45;0
2013;52;PAYS DE LA LOIRE;45;0
2013;27;BOURGOGNE-FRANCHE-COMTE;400;7
2013;24;CENTRE-VAL DE LOIRE;400;13
2013;24;CENTRE-VAL DE LOIRE;225;9
2013;44;GRAND EST;150;1
2013;32;HAUTS-DE-FRANCE;150;0
2013;11;ILE-DE-FRANCE;150;0
2013;75;NOUVELLE-AQUITAINE;150;3
2013;28;NORMANDIE;90;94
2013;93;PROVENCE-ALPES-COTE D'AZUR;90;0
2013;27;BOURGOGNE-FRANCHE-COMTE;63;140
2013;11;ILE-DE-FRANCE;63;49
2013;28;NORMANDIE;63;2
2013;75;NOUVELLE-AQUITAINE;63;143
2013;76;OCCITANIE;63;274
2013;28;NORMANDIE;45;0
2013;28;NORMANDIE;400;12
2013;75;NOUVELLE-AQUITAINE;400;14
2013;53;BRETAGNE;225;19
2013;11;ILE-DE-FRANCE;225;106
2013;53;BRETAGNE;150;0
2013;24;CENTRE-VAL DE LOIRE;90;111
2013;24;CENTRE-VAL DE LOIRE;63;5
2013;53;BRETAGNE;45;0
2013;44;GRAND EST;45;0
2013;75;NOUVELLE-AQUITAINE;45;0
2013;84;AUVERGNE-RHONE-ALPES;400;28
2013;53;BRETAGNE;400;4
2013;44;GRAND EST;400;19
2013;84;AUVERGNE-RHONE-ALPES;225;76
2013;32;HAUTS-DE-FRANCE;225;61
2013;93;PROVENCE-ALPES-COTE D'AZUR;150;9
2013;75;NOUVELLE-AQUITAINE;90;133
2013;76;OCCITANIE;90;0
2013;32;HAUTS-DE-FRANCE;45;0
2013;11;ILE-DE-FRANCE;45;0
2013;93;PROVENCE-ALPES-COTE D'AZUR;45;0
2013;32;HAUTS-DE-FRANCE;400;15
2013;27;BOURGOGNE-FRANCHE-COMTE;225;29
2013;75;NOUVELLE-AQUITAINE;225;37
2013;76;OCCITANIE;225;51
2013;52;PAYS DE LA LOIRE;225;23
2013;84;AUVERGNE-RHONE-ALPES;150;0
2013;24;CENTRE-VAL DE LOIRE;150;0
2013;28;NORMANDIE;150;0
2013;52;PAYS DE LA LOIRE;150;0
2013;53;BRETAGNE;90;24
2013;32;HAUTS-DE-FRANCE;90;67
2013;11;ILE-DE-FRANCE;90;11
2013;84;AUVERGNE-RHONE-ALPES;63;301
2013;32;HAUTS-DE-FRANCE;63;62
2013;52;PAYS DE LA LOIRE;63;22
2013;93;PROVENCE-ALPES-COTE D'AZUR;63;123
2013;27;BOURGOGNE-FRANCHE-COMTE;45;0
2012;44;GRAND EST;400;19
2012;32;HAUTS-DE-FRANCE;400;14
2012;53;BRETAGNE;90;24
2012;24;CENTRE-VAL DE LOIRE;90;111
2012;24;CENTRE-VAL DE LOIRE;63;5
2012;84;AUVERGNE-RHONE-ALPES;45;6
2012;27;BOURGOGNE-FRANCHE-COMTE;45;0
2012;44;GRAND EST;45;0
2012;52;PAYS DE LA LOIRE;45;0
2012;24;CENTRE-VAL DE LOIRE;400;13
2012;28;NORMANDIE;400;12
2012;44;GRAND EST;225;63
2012;32;HAUTS-DE-FRANCE;225;61
2012;76;OCCITANIE;225;51
2012;93;PROVENCE-ALPES-COTE D'AZUR;225;55
2012;24;CENTRE-VAL DE LOIRE;150;0
2012;76;OCCITANIE;150;12
2012;52;PAYS DE LA LOIRE;150;0
2012;75;NOUVELLE-AQUITAINE;90;132
2012;52;PAYS DE LA LOIRE;90;97
2012;84;AUVERGNE-RHONE-ALPES;63;300
2012;52;PAYS DE LA LOIRE;63;21
2012;24;CENTRE-VAL DE LOIRE;45;0
2012;28;NORMANDIE;45;0
2012;75;NOUVELLE-AQUITAINE;45;0
2012;27;BOURGOGNE-FRANCHE-COMTE;400;7
2012;53;BRETAGNE;400;4
2012;75;NOUVELLE-AQUITAINE;400;14
2012;84;AUVERGNE-RHONE-ALPES;225;76
2012;84;AUVERGNE-RHONE-ALPES;150;0
2012;44;GRAND EST;150;1
2012;32;HAUTS-DE-FRANCE;150;0
2012;84;AUVERGNE-RHONE-ALPES;90;8
2012;11;ILE-DE-FRANCE;90;11
2012;53;BRETAGNE;63;90
2012;28;NORMANDIE;63;2
2012;93;PROVENCE-ALPES-COTE D'AZUR;400;9
2012;28;NORMANDIE;225;23
2012;52;PAYS DE LA LOIRE;225;23
2012;27;BOURGOGNE-FRANCHE-COMTE;150;1
2012;11;ILE-DE-FRANCE;150;0
2012;32;HAUTS-DE-FRANCE;90;67
2012;28;NORMANDIE;90;93
2012;27;BOURGOGNE-FRANCHE-COMTE;63;139
2012;44;GRAND EST;63;166
2012;32;HAUTS-DE-FRANCE;63;62
2012;75;NOUVELLE-AQUITAINE;63;142
2012;93;PROVENCE-ALPES-COTE D'AZUR;63;123
2012;11;ILE-DE-FRANCE;45;0
2012;93;PROVENCE-ALPES-COTE D'AZUR;45;0
2012;84;AUVERGNE-RHONE-ALPES;400;28
2012;11;ILE-DE-FRANCE;400;12
2012;76;OCCITANIE;400;14
2012;52;PAYS DE LA LOIRE;400;5
2012;27;BOURGOGNE-FRANCHE-COMTE;225;29
2012;53;BRETAGNE;225;18
2012;24;CENTRE-VAL DE LOIRE;225;9
2012;11;ILE-DE-FRANCE;225;105
2012;75;NOUVELLE-AQUITAINE;225;37
2012;53;BRETAGNE;150;0
2012;28;NORMANDIE;150;0
2012;75;NOUVELLE-AQUITAINE;150;3
2012;93;PROVENCE-ALPES-COTE D'AZUR;150;9
2012;27;BOURGOGNE-FRANCHE-COMTE;90;0
2012;44;GRAND EST;90;9
2012;76;OCCITANIE;90;0
2012;93;PROVENCE-ALPES-COTE D'AZUR;90;0
2012;11;ILE-DE-FRANCE;63;48
2012;76;OCCITANIE;63;274
2012;53;BRETAGNE;45;0
2012;32;HAUTS-DE-FRANCE;45;0
2012;76;OCCITANIE;45;0
2011;53;BRETAGNE;400;4
2011;24;CENTRE-VAL DE LOIRE;400;13
2011;28;NORMANDIE;400;11
2011;75;NOUVELLE-AQUITAINE;400;14
2011;76;OCCITANIE;225;50
2011;24;CENTRE-VAL DE LOIRE;150;0
2011;28;NORMANDIE;90;92
2011;52;PAYS DE LA LOIRE;63;20
2011;93;PROVENCE-ALPES-COTE D'AZUR;63;121
2011;27;BOURGOGNE-FRANCHE-COMTE;45;0
2011;76;OCCITANIE;45;0
2011;52;PAYS DE LA LOIRE;45;0
2011;32;HAUTS-DE-FRANCE;400;14
2011;11;ILE-DE-FRANCE;400;12
2011;52;PAYS DE LA LOIRE;400;5
2011;32;HAUTS-DE-FRANCE;225;61
2011;28;NORMANDIE;225;23
2011;27;BOURGOGNE-FRANCHE-COMTE;150;1
2011;44;GRAND EST;150;1
2011;75;NOUVELLE-AQUITAINE;150;3
2011;52;PAYS DE LA LOIRE;150;0
2011;44;GRAND EST;90;9
2011;11;ILE-DE-FRANCE;90;11
2011;75;NOUVELLE-AQUITAINE;90;132
2011;93;PROVENCE-ALPES-COTE D'AZUR;90;0
2011;44;GRAND EST;63;164
2011;28;NORMANDIE;63;2
2011;75;NOUVELLE-AQUITAINE;63;142
2011;27;BOURGOGNE-FRANCHE-COMTE;400;6
2011;93;PROVENCE-ALPES-COTE D'AZUR;400;7
2011;27;BOURGOGNE-FRANCHE-COMTE;225;28
2011;75;NOUVELLE-AQUITAINE;225;37
2011;84;AUVERGNE-RHONE-ALPES;150;0
2011;11;ILE-DE-FRANCE;150;0
2011;84;AUVERGNE-RHONE-ALPES;90;8
2011;27;BOURGOGNE-FRANCHE-COMTE;90;0
2011;24;CENTRE-VAL DE LOIRE;90;111
2011;32;HAUTS-DE-FRANCE;90;67
2011;53;BRETAGNE;63;90
2011;76;OCCITANIE;63;273
2011;32;HAUTS-DE-FRANCE;45;0
2011;11;ILE-DE-FRANCE;45;0
2011;93;PROVENCE-ALPES-COTE D'AZUR;45;0
2011;76;OCCITANIE;400;14
2011;24;CENTRE-VAL DE LOIRE;225;9
2011;93;PROVENCE-ALPES-COTE D'AZUR;225;55
2011;53;BRETAGNE;150;0
2011;76;OCCITANIE;150;12
2011;52;PAYS DE LA LOIRE;90;96
2011;32;HAUTS-DE-FRANCE;63;62
2011;11;ILE-DE-FRANCE;63;48
2011;53;BRETAGNE;45;0
2011;75;NOUVELLE-AQUITAINE;45;0
2011;84;AUVERGNE-RHONE-ALPES;400;28
2011;44;GRAND EST;400;19
2011;84;AUVERGNE-RHONE-ALPES;225;76
2011;53;BRETAGNE;225;18
2011;44;GRAND EST;225;63
2011;11;ILE-DE-FRANCE;225;104
2011;52;PAYS DE LA LOIRE;225;22
2011;32;HAUTS-DE-FRANCE;150;0
2011;28;NORMANDIE;150;0
2011;93;PROVENCE-ALPES-COTE D'AZUR;150;9
2011;53;BRETAGNE;90;23
2011;76;OCCITANIE;90;0
2011;84;AUVERGNE-RHONE-ALPES;63;299
2011;27;BOURGOGNE-FRANCHE-COMTE;63;139
2011;24;CENTRE-VAL DE LOIRE;63;5
2011;84;AUVERGNE-RHONE-ALPES;45;6
2011;24;CENTRE-VAL DE LOIRE;45;0
2011;44;GRAND EST;45;0
2011;28;NORMANDIE;45;0
