IDRPoste;ADRPoste;CodeCommuneINSEE;NomCommune;DemandeProximite;CapaciteSansContrainte;ZoneTarifaireTURPE;PlageTarifInjection;Gabarit;CapacitePosteGabarit;NomZoneGabarit;CapaciteZoneGabarit
FRASNP6;POSTE 225kV N0 1 FRASNE;25259;Frasne;;< 5 MW;zone soutirage;;;;;
FRASNP7;POSTE 400kV N0 1 FRASNE;25259;Frasne;;< 5 MW;;;;;;
FREIGP4;POSTE 90kV N0 1 FREIGNE;49054;Candé;;< 5 MW;zone soutirage;;;;;
FREJOP3;POSTE 63kV N0 1 FREJORGUES;34198;Pérols;;< 5 MW;;;;;;
FREJUP3;POSTE 63kV N0 1 FREJUS;83061;Fréjus;;< 5 MW;zone soutirage;;;;;
FREJUP6;POSTE 225kV N0 1 FREJUS;83061;Fréjus;;< 5 MW;zone soutirage;;;;;
FREVEP4;POSTE 90kV N0 1 FREVENT;62361;Frévent;;< 5 MW;;;;;;
FROGEP3;POSTE 63kV N0 1 FROGES;38175;Froges;;< 5 MW;;;;;;
FROGEP6;POSTE 225kV N0 1 FROGES;38175;Froges;;< 5 MW;;;;;;
FRONCP3;POSTE 63kV N0 1 FRONCLES;52211;Froncles;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
FRONCP6;POSTE 225kV N0 1 FRONCLES;52211;Froncles;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
FROUAP3;POSTE 63kV N0 1 FROUARD;54215;Frouard;;< 5 MW;;;;;;
FRUGEP4;POSTE 90kV N0 1 FRUGES;62246;Coupelle-Neuve;;< 5 MW;;;;;;
FRUGEP7;POSTE 400kV N0 1 FRUGES;62246;Coupelle-Neuve;;< 5 MW;;;;;;
FTENIP3;POSTE 63kV N0 1 FONTENILLES;31188;Fontenilles;;< 5 MW;zone soutirage;;;;;
FTOY P3;POSTE 63kV N0 1 FONTOY;57226;Fontoy;;< 5 MW;zone soutirage;;;;;
FTPINP3;POSTE 63kV N0 1 FONTPINQUET;24322;Périgueux;;< 5 MW;zone soutirage;;;;;
G.BANP3;POSTE 63kV N0 1 GIVORS-BANS;69091;Givors;;< 5 MW;zone soutirage;;;;;
G.CAIP6;POSTE 225kV N0 1 GROS-CAILLOU;59504;Rœulx;;< 5 MW;;;;;;
G.CERP3;POSTE 63kV N0 1 GORGES-DE-LA-CERE;19034;Camps-Saint-Mathurin-Léobazel;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
G.CHEP3;POSTE 63kV N0 1 GRAND-CHENE;39475;Saint-Amour;;< 5 MW;;;;;;
G.CO6P6;POSTE 225kV N0 1 GRAND-COURBIS;26084;Châteauneuf-sur-Isère;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
G.COEP3;POSTE 63kV N0 1 GRAND-COEUR;73003;Grand-Aigueblanche;;< 5 MW;zone soutirage;;;;;
G.COEP6;POSTE 225kV N0 1 GRAND-COEUR;73003;Grand-Aigueblanche;;< 5 MW;zone soutirage;;;;;
G.COUP4;POSTE 90kV N0 1 GRAND-COURONNE;76319;Grand-Couronne;;< 5 MW;zone soutirage;;;;;
G.COUP6;POSTE 225kV N0 1 GRAND-COURONNE;76319;Grand-Couronne;;< 5 MW;zone soutirage;;;;;
G.GREP3;POSTE 63kV N0 1 GRAND-GRES;30047;Bouillargues;;< 5 MW;;;;;;
G.HAYP4;POSTE 90kV N0 1 GRANDE-HAYE (LA);35360;Vitré;;< 5 MW;zone soutirage;;;;;
G.ILEP3;POSTE 63kV N0 1 GRANDE-ILE;73240;Sainte-Hélène-du-Lac;;< 5 MW;zone soutirage;;;;;
G.ILEP6;POSTE 225kV N0 1 GRANDE-ILE;73240;Sainte-Hélène-du-Lac;;< 5 MW;zone soutirage;;;;;
G.ILEP7;POSTE 400kV N0 1 GRANDE-ILE;73240;Sainte-Hélène-du-Lac;;< 5 MW;;;;;;
G.LIEP4;POSTE 90kV N0 1 GRAND LIEU;44188;Saint-Philbert-de-Grand-Lieu;;< 5 MW;;;;;;
G.LUSP3;POSTE 63kV N0 1 GAY-LUSSAC;68224;Mulhouse;;< 5 MW;zone soutirage;;;;;
G.MARP3;POSTE 63kV N0 1 GRANGES-STE-MARIE;25320;Labergement-Sainte-Marie;;< 5 MW;zone soutirage;;;;;
G.NOBP3;POSTE 63kV N0 1 GRAND NOBLE;31069;Blagnac;;< 5 MW;zone soutirage;;;;;
G.PARP3;POSTE 63kV N0 1 GRANDE-PAROISSE;77210;La Grande-Paroisse;;< 5 MW;zone soutirage;;;;;
G.PORP6;POSTE 225kV N0 1 GRAND-PORT;59094;Bourbourg;;< 5 MW;;;;;;
G.QU6P4;POSTE 90kV N0 1 GRAND-QUEVILLY (CLIENT UIOM);76322;Le Grand-Quevilly;;< 5 MW;;;;;;
G.QUEP4;POSTE 90kV N0 1 GRAND-QUEVILLY;76322;Le Grand-Quevilly;;< 5 MW;zone soutirage;;;;;
G.SYNP4;POSTE 90kV N0 1 GRANDE-SYNTHE;59271;Grande-Synthe;;< 5 MW;zone soutirage;;;;;
G.SYNP6;POSTE 225kV N0 1 GRANDE-SYNTHE;59271;Grande-Synthe;;< 5 MW;zone soutirage;;;;;
GABIOP4;POSTE 90kV N0 1 GABION;76305;Gonfreville-l'Orcher;;< 5 MW;;;;;;
GABIOP6;POSTE 225kV N0 1 GABION;76305;Gonfreville-l'Orcher;;< 5 MW;;;;;;
GACE P4;POSTE 90kV N0 1 GACE;61181;Gacé;;< 5 MW;zone soutirage;;;;;
GAILLP3;POSTE 63kV N0 1 GAILLAC;81099;Gaillac;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
GALORP6;POSTE 225kV N0 1 GALOREAUX (LES);49244;Mauges-sur-Loire;;< 5 MW;;;;;;
GALORP7;POSTE 400kV N0 1 GALOREAUX (LES);49244;Mauges-sur-Loire;;< 5 MW;;;;;;
GAMBSP3;POSTE 63kV N0 1 GAMBSHEIM;67151;Gambsheim;;< 5 MW;zone soutirage;;;;;
GAMBSP6;POSTE 225kV N0 1 GAMBSHEIM;67151;Gambsheim;;< 5 MW;zone soutirage;;;;;
GAMPAP3;POSTE 63kV N0 1 GAMPALOUP;38072;Chanas;;< 5 MW;zone soutirage;;;;;
GAMPAP6;POSTE 225kV N0 1 GAMPALOUP;38072;Chanas;;< 5 MW;zone soutirage;;;;;
GANGEP3;POSTE 63kV N0 1 GANGES;34174;Moulès-et-Baucels;;< 5 MW;;;;;;
GANGEP6;POSTE 225kV N0 1 GANGES;34174;Moulès-et-Baucels;;< 5 MW;;;;;;
GANNAP3;POSTE 63kV N0 1 GANNAT;03118;Gannat;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
GANTEP4;POSTE 90kV N0 1 GANTERIE;27340;Honguemare-Guenouville;;< 5 MW;zone soutirage;;;;;
GAP  P3;POSTE 63kV N0 1 GAP;05061;Gap;;< 5 MW;zone soutirage;;;;;
GARCHP3;POSTE 63kV N0 1 GARCHIZY;58121;Garchizy;;< 5 MW;zone soutirage;;;;;
GARCHP6;POSTE 225kV N0 1 GARCHIZY;58121;Garchizy;;< 5 MW;zone soutirage;;;;;
GARD7P3;POSTE 63kV N0 1 GARDE (LA);83062;La Garde;;< 5 MW;zone soutirage;;;;;
GARD7P6;POSTE 225kV N0 1 GARDE (LA);83062;La Garde;;< 5 MW;zone soutirage;;;;;
GARD9P4;POSTE 90kV N0 1 GARDES (LES);37226;Sainte-Maure-de-Touraine;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
GARDAP3;POSTE 63kV N0 1 GARDANNE;13041;Gardanne;;< 5 MW;zone soutirage;;;;;
GARDIP3;POSTE 63kV N0 1 GARDIOLE (COURNONTERRAL);34095;Fabrègues;;< 5 MW;zone soutirage;;;;;
GAREIP3;POSTE 63kV N0 1 GAREIN;40105;Garein;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Cantegrit;210 MW
GARENP4;POSTE 90kV N0 1 GARENNES;62193;Calais;;< 5 MW;;;;;;
GARIEP6;POSTE 225kV N0 1 GARIES;33281;Mérignac;;< 5 MW;zone soutirage;;;;;
GATELP4;POSTE 90kV N0 1 GATELLIER;15182;Saint-Étienne-Cantalès;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
GATELP6;POSTE 225kV N0 1 GATELLIER;15182;Saint-Étienne-Cantalès;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
GATI5P4;POSTE 90kV N0 1 GATINAIS;45022;Batilly-en-Gâtinais;;< 5 MW;;;;;;
GATI5P7;POSTE 400kV N0 1 GATINAIS;45022;Batilly-en-Gâtinais;;< 5 MW;;;;;;
GAUC5P3;POSTE 63kV N0 1 GAUCHY;02340;Gauchy;;< 5 MW;;;;;;
GAUDIP6;POSTE 225kV N0 1 GAUDIERE (LA);11077;Castelnau-d'Aude;;< 5 MW;;;;;;
GAUDIP7;POSTE 400kV N0 1 GAUDIERE (LA);11077;Castelnau-d'Aude;;< 5 MW;;;;;;
GAUGLP7;POSTE 400kV N0 1 GAUGLIN;18026;Belleville-sur-Loire;;< 5 MW;;;;;;
GAVREP4;POSTE 90kV N0 1 GAVRELLE;62369;Gavrelle;;< 5 MW;;;;;;
GAVREP6;POSTE 225kV N0 1 GAVRELLE;62369;Gavrelle;;< 5 MW;;;;;;
GAVREP7;POSTE 400kV N0 1 GAVRELLE;62369;Gavrelle;;< 5 MW;;;;;;
GAZERP3;POSTE 63kV N0 1 GAZERAN;78269;Gazeran;;< 5 MW;;;;;;
GEISPP3;POSTE 63kV N0 1 GEISPOLSHEIM;67152;Geispolsheim;;< 5 MW;zone soutirage;;;;;
GEN.PP6;POSTE 225kV N0 1 GENISSIAT-POSTE;01189;Injoux-Génissiat;;< 5 MW;;;;;;
GEN.PP7;POSTE 400kV N0 1 GENISSIAT-POSTE;01189;Injoux-Génissiat;;< 5 MW;;;;;;
GENASP3;POSTE 63kV N0 1 GENAS;69277;Genas;;< 5 MW;;;;;;
GENAYP3;POSTE 63kV N0 1 GENAY;69278;Genay;;< 5 MW;zone soutirage;;;;;
GENEUP3;POSTE 63kV N0 1 GENEUILLE;25265;Geneuille;;< 5 MW;zone soutirage;;;;;
GENITP6;POSTE 225kV N0 1 GENITOY;77058;Bussy-Saint-Georges;;< 5 MW;zone soutirage;;;;;
GENLIP3;POSTE 63kV N0 1 GENLIS;21292;Genlis;;< 5 MW;zone soutirage;;;;;
GENTIP3;POSTE 63kV N0 1 GENTILLE (LA);31344;Miramont-de-Comminges;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
GERARP3;POSTE 63kV N0 1 GERARDMER;88196;Gérardmer;;< 5 MW;zone soutirage;;;;;
GERR5P4;POSTE 90kV N0 1 GER;50200;Ger;;< 5 MW;;;;;;
GERSTP3;POSTE 63kV N0 1 GERSTHEIM;67154;Gerstheim;;< 5 MW;zone soutirage;;;;;
GERSTP6;POSTE 225kV N0 1 GERSTHEIM;67154;Gerstheim;;< 5 MW;zone soutirage;;;;;
GERVAP3;POSTE 63kV N0 1 GERVANS;26380;Gervans;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
GESSEP3;POSTE 63kV N0 1 GESSE;11038;Bessède-de-Sault;;< 5 MW;;;;;;
GESSEP5;POSTE 150kV N0 1 GESSE;11038;Bessède-de-Sault;;< 5 MW;;;;;;
GESVRP3;POSTE 63kV N0 1 GESVRES;44035;La Chapelle-sur-Erdre;;< 5 MW;zone soutirage;;;;;
GEX  P3;POSTE 63kV N0 1 GEX;01071;Cessy;;< 5 MW;zone soutirage;;;;;
GIEN P3;POSTE 63kV N0 1 GIEN;45155;Gien;;< 5 MW;;;;;;
GIEN P4;POSTE 90kV N0 1 GIEN;45155;Gien;;< 5 MW;;;;;;
GIEN P6;POSTE 225kV N0 1 GIEN;45155;Gien;;< 5 MW;;;;;;
GIMONP3;POSTE 63kV N0 1 GIMONT;32147;Gimont;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Jalis;105 MW
GINESP3;POSTE 63kV N0 1 GINESTOUS;31555;Toulouse;;< 5 MW;zone soutirage;;;;;
GINESP6;POSTE 225kV N0 1 GINESTOUS;31555;Toulouse;;< 5 MW;zone soutirage;;;;;
GIVETP3;POSTE 63kV N0 1 GIVET;08190;Givet;;< 5 MW;zone soutirage;;;;;
GIVORP6;POSTE 225kV N0 1 GIVORS;69091;Givors;;< 5 MW;zone soutirage;;;;;
GLACIP3;POSTE 63kV N0 1 GLACIERE (LA);33281;Mérignac;;< 5 MW;zone soutirage;;;;;
GLONVP3;POSTE 63kV N0 1 GLONVILLE;54229;Glonville;;< 5 MW;;;;;;
GODINP3;POSTE 63kV N0 1 GODIN;12013;Aubin;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
GODINP6;POSTE 225kV N0 1 GODIN;12013;Aubin;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
GOETZP3;POSTE 63kV N0 1 GOETZENBRUCK;57250;Goetzenbruck;;< 5 MW;;;;;;
GONCOP3;POSTE 63kV N0 1 GONCOURT;52064;Bourmont-entre-Meuse-et-Mouzon;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
GONNEP4;POSTE 90kV N0 1 GONNEVILLE;76308;Gonneville-sur-Scie;;< 5 MW;;;;;;
GONTAP3;POSTE 63kV N0 1 GONTARD;13084;La Roque-d'Anthéron;;< 5 MW;;;;;;
GORBEP3;POSTE 63kV N0 1 GORBELLA;06088;Nice;;< 5 MW;zone soutirage;;;;;
GOSNAP4;POSTE 90kV N0 1 GOSNAY;62377;Gosnay;;< 5 MW;;;;;;
GOUDOP4;POSTE 90kV N0 1 GOUDOUNECHE;19275;Ussel;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
GOULAP4;POSTE 90kV N0 1 GOULAINE;44071;Haute-Goulaine;;< 5 MW;;;;;;
GOUR5P3;POSTE 63kV N0 1 GOURDAN;31224;Gourdan-Polignan;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
GOURAP3;POSTE 63kV N0 1 GOURAY (LE);22046;Le Mené;;< 5 MW;;;;;;
GOURDP3;POSTE 63kV N0 1 GOURDON;46127;Gourdon;;< 5 MW;zone soutirage;;;;;
GOURJP3;POSTE 63kV N0 1 GOURJADE;81065;Castres;;< 5 MW;;;;;;
GOURJP6;POSTE 225kV N0 1 GOURJADE;81065;Castres;;< 5 MW;;;;;;
GOURNP3;POSTE 63kV N0 1 GOURNAY;76260;Ferrières-en-Bray;;< 5 MW;zone soutirage;;;;;
GOUV5P4;POSTE 90kV N0 1 GOUVILLE;50215;Gouville-sur-Mer;;< 5 MW;zone soutirage;;;;;
GOUVIP6;POSTE 225kV N0 1 GOUVIEUX;60282;Gouvieux;;< 5 MW;zone soutirage;;;;;
GOUZOP3;POSTE 63kV N0 1 GOUZON;23093;Gouzon;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
GRAFFP6;POSTE 225kV N0 1 GRAFFENSTADEN;67152;Geispolsheim;;< 5 MW;zone soutirage;;;;;
GRAMOP6;POSTE 225kV N0 1 GRAMONT;31044;Balma;;< 5 MW;;;;;;
GRANDP6;POSTE 225kV N0 1 GRANDVAL;15073;Fridefont;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
GRANZP6;POSTE 225kV N0 1 GRANZAY;79137;Granzay-Gript;;< 5 MW;;;;;;
GRANZP7;POSTE 400kV N0 1 GRANZAY;79137;Granzay-Gript;;< 5 MW;;;;;;
GRAULP3;POSTE 63kV N0 1 GRAULHET;81105;Graulhet;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
GRAVEP4;POSTE 90kV N0 1 GRAVELINES;59273;Gravelines;;< 5 MW;zone soutirage;;;;;
GRAY P3;POSTE 63kV N0 1 GRAY;70026;Arc-lès-Gray;;< 5 MW;zone soutirage;;;;;
GREPIP3;POSTE 63kV N0 1 GREPILLES;42338;Vougy;;< 5 MW;zone soutirage;;;;;
GREZIP3;POSTE 63kV N0 1 GREZILLAC;33194;Grézillac;;< 5 MW;zone soutirage;;;;;
GREZIP6;POSTE 225kV N0 1 GREZILLAC;33194;Grézillac;;< 5 MW;zone soutirage;;;;;
GRIM5P3;POSTE 63kV N0 1 GRIMAUD;83068;Grimaud;;< 5 MW;;;;;;
GRIM5P6;POSTE 225kV N0 1 GRIMAUD;83068;Grimaud;;< 5 MW;;;;;;
GRISOP3;POSTE 63kV N0 1 GRISOLLES;05124;La Rochette;;< 5 MW;zone soutirage;;;;;
GRISOP6;POSTE 225kV N0 1 GRISOLLES;05124;La Rochette;;< 5 MW;zone soutirage;;;;;
GROSNP6;POSTE 225kV N0 1 GROSNE;71498;Santilly;;< 5 MW;;;;;;
GROSNP7;POSTE 400kV N0 1 GROSNE;71498;Santilly;;< 5 MW;;;;;;
GROULP3;POSTE 63kV N0 1 GROULLES;06084;Mouans-Sartoux;;< 5 MW;zone soutirage;;;;;
GROUXP4;POSTE 90kV N0 1 GROUX (LES);27072;Bois-Jérôme-Saint-Ouen;;< 5 MW;zone soutirage;;;;;
GUARBP4;POSTE 90kV N0 1 GUARBECQUE;62391;Guarbecque;;< 5 MW;;;;;;
GUARBP6;POSTE 225kV N0 1 GUARBECQUE;62391;Guarbecque;;< 5 MW;;;;;;
GUEBWP3;POSTE 63kV N0 1 GUEBWILLER;68112;Guebwiller;;< 5 MW;zone soutirage;;;;;
GUEBWP6;POSTE 225kV N0 1 GUEBWILLER;68112;Guebwiller;;< 5 MW;zone soutirage;;;;;
GUER P4;POSTE 90kV N0 1 GUER;56075;Guer;;< 5 MW;zone soutirage;;;;;
GUER5P3;POSTE 63kV N0 1 GUERLESQUIN;29067;Guerlesquin;;< 5 MW;;;;;;
GUERAP3;POSTE 63kV N0 1 GUERANDE;44069;Guérande;;< 5 MW;zone soutirage;;;;;
GUEREP4;POSTE 90kV N0 1 GUERET;23096;Guéret;;< 5 MW;;;;;;
GUERIP4;POSTE 90kV N0 1 GUERINIERE;85106;La Guérinière;;< 5 MW;;;;;;
GUERSP3;POSTE 63kV N0 1 GUERSAC;44176;Saint-Malo-de-Guersac;;< 5 MW;zone soutirage;;;;;
GUERSP6;POSTE 225kV N0 1 GUERSAC;44176;Saint-Malo-de-Guersac;;< 5 MW;zone soutirage;;;;;
GUEU8P3;POSTE 63kV N0 1 GUEUGNON (ENEDIS);71230;Gueugnon;;< 5 MW;;;;;;
GUEUGP3;POSTE 63kV N0 1 GUEUGNON;71230;Gueugnon;;< 5 MW;zone soutirage;;;;;
GUEUGP6;POSTE 225kV N0 1 GUEUGNON;71230;Gueugnon;;< 5 MW;zone soutirage;;;;;
GUEZEP3;POSTE 63kV N0 1 GUEZENNEC;22256;Quemper-Guézennec;;< 5 MW;;;;;;
GUICHP3;POSTE 63kV N0 1 GUICHE;64250;Guiche;;< 5 MW;zone soutirage;;;;;
GUIDEP3;POSTE 63kV N0 1 GUIDEL;56078;Guidel;;< 5 MW;zone soutirage;;;;;
GUIGNP3;POSTE 63kV N0 1 GUIGNICOURT;02211;Condé-sur-Suippe;;< 5 MW;;;;;;
GUILLP3;POSTE 63kV N0 1 GUILLAUMES;06071;Guillaumes;;< 5 MW;;;;;;
GUINEP3;POSTE 63kV N0 1 GUINEBERT;77431;Saint-Pierre-lès-Nemours;;< 5 MW;;;;;;
GUINGP3;POSTE 63kV N0 1 GUINGAMP;22223;Plouisy;;< 5 MW;;;;;;
GUPIEP3;POSTE 63kV N0 1 GUPIE;47056;Castelnau-sur-Gupie;;< 5 MW;zone soutirage;;;;;
GUPIEP6;POSTE 225kV N0 1 GUPIE;47056;Castelnau-sur-Gupie;;< 5 MW;zone soutirage;;;;;
GY   P3;POSTE 63kV N0 1 GY;70282;Gy;;< 5 MW;zone soutirage;;;;;
H.CLOP3;POSTE 63kV N0 1 HAUT-CLOS;10387;Troyes;;< 5 MW;;;;;;
H.PAUP3;POSTE 63kV N0 1 HENRI-PAUL;71187;Écuisses;;< 5 MW;zone soutirage;;;;;
H.PAUP6;POSTE 225kV N0 1 HENRI-PAUL;71187;Écuisses;;< 5 MW;zone soutirage;;;;;
H.PAUP7;POSTE 400kV N0 1 HENRI-PAUL;71187;Écuisses;;< 5 MW;;;;;;
H.PUIP4;POSTE 90kV N0 1 HAYE-DU-PUITS (LA);50236;La Haye;;< 5 MW;;;;;;
H.RIVP3;POSTE 63kV N0 1 HAUTES-RIVIERES;08218;Les Hautes-Rivières;;< 5 MW;zone soutirage;;;;;
H.VERP3;POSTE 63kV N0 1 HAUT-VERNET (LE);66136;Perpignan;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Baixas;210 MW
H.VIEP4;POSTE 90kV N0 1 HERIE-LA-VIEVILLE;02379;Le Hérie-la-Viéville;;< 5 MW;;;;;;
H.VIEP6;POSTE 225kV N0 1 HERIE-LA-VIEVILLE;02379;Le Hérie-la-Viéville;;< 5 MW;;;;;;
H.VINP4;POSTE 90kV N0 1 HAUT-VINAGE;59646;Wasquehal;;< 5 MW;zone soutirage;;;;;
H.VINP6;POSTE 225kV N0 1 HAUT-VINAGE;59646;Wasquehal;;< 5 MW;zone soutirage;;;;;
HAGETP3;POSTE 63kV N0 1 HAGETMAU;40119;Hagetmau;;< 5 MW;;;;;;
HAM  P3;POSTE 63kV N0 1 HAM;80410;Ham;;< 5 MW;;;;;;
HAMBAP3;POSTE 63kV N0 1 HAMBACH;57289;Hambach;;< 5 MW;;;;;;
HARC7P3;POSTE 63kV N0 1 HARCOURT;92040;Issy-les-Moulineaux;;< 5 MW;zone soutirage;;;;;
HARGIP3;POSTE 63kV N0 1 HARGICOURT;80625;Trois-Rivières;;< 5 MW;;;;;;
HAUT6P3;POSTE 63kV N0 1 HAUTERIVE;01363;Saint-Jean-le-Vieux;;< 5 MW;zone soutirage;;;;;
HAVR5P6;POSTE 225kV N0 1 HAVRE (LE) (POSTE);76351;Le Havre;;< 5 MW;;;;;;
HAYBEP3;POSTE 63kV N0 1 HAYBES;08222;Haybes;;< 5 MW;zone soutirage;;;;;
HAZEBP4;POSTE 90kV N0 1 HAZEBROUCK;59295;Hazebrouck;;< 5 MW;;;;;;
HEINLP3;POSTE 63kV N0 1 HEINLEX;44184;Saint-Nazaire;;< 5 MW;zone soutirage;;;;;
HELLEP6;POSTE 225kV N0 1 HELLEMMES;59350;Lille;;< 5 MW;zone soutirage;;;;;
HENINP4;POSTE 90kV N0 1 HENIN;62624;Noyelles-Godault;;< 5 MW;;;;;;
HERBIP4;POSTE 90kV N0 1 HERBIERS (LES);85109;Les Herbiers;;< 5 MW;zone soutirage;;;;;
HERBLP3;POSTE 63kV N0 1 HERBLAY;95306;Herblay-sur-Seine;;< 5 MW;zone soutirage;;;;;
HERICP3;POSTE 63kV N0 1 HERICOURT;70285;Héricourt;;< 5 MW;zone soutirage;;;;;
HERIMP3;POSTE 63kV N0 1 HERIMENIL;54260;Hériménil;;< 5 MW;zone soutirage;;;;;
HESDIP4;POSTE 90kV N0 1 HESDIN;62447;Hesdin;;< 5 MW;;;;;;
HIRSIP3;POSTE 63kV N0 1 HIRSINGUE;68138;Hirsingue;;< 5 MW;;;;;;
HIRSOP3;POSTE 63kV N0 1 HIRSON;02381;Hirson;;< 5 MW;;;;;;
HIS  P3;POSTE 63kV N0 1 HIS;31237;His;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
HOLQUP4;POSTE 90kV N0 1 HOLQUE;59307;Holque;;< 5 MW;;;;;;
HOLQUP6;POSTE 225kV N0 1 HOLQUE;59307;Holque;;< 5 MW;;;;;;
HORDAP3;POSTE 63kV N0 1 HORDAIN;59313;Hordain;;< 5 MW;;;;;;
HORDAP4;POSTE 90kV N0 1 HORDAIN;59313;Hordain;;< 5 MW;;;;;;
HORMEP3;POSTE 63kV N0 1 HORME (L );42110;L'Horme;;< 5 MW;zone soutirage;;;;;
HOSPIP3;POSTE 63kV N0 1 HOSPITALET (L );09139;L'Hospitalet-près-l'Andorre;;< 5 MW;;;;;;
HOSPIP6;POSTE 225kV N0 1 HOSPITALET (L );09139;L'Hospitalet-près-l'Andorre;;< 5 MW;;;;;;
HOUDRP7;POSTE 400kV N0 1 HOUDREVILLE;54266;Houdreville;;< 5 MW;;;;;;
HOURAP3;POSTE 63kV N0 1 HOURAT (LE);64320;Laruns;;< 5 MW;;;;;;
HOURAP5;POSTE 150kV N0 1 HOURAT (LE);64320;Laruns;;< 5 MW;;;;;;
HOURAP6;POSTE 225kV N0 1 HOURAT (LE);64320;Laruns;;< 5 MW;;;;;;
HOURTP3;POSTE 63kV N0 1 HOURTIN;33203;Hourtin;;< 5 MW;zone soutirage;;;;;
HUBERP4;POSTE 90kV N0 1 HUBERVILLE;50251;Huberville;;< 5 MW;zone soutirage;;;;;
HYEREP3;POSTE 63kV N0 1 HYERES;83069;Hyères;;< 5 MW;zone soutirage;;;;;
HYEREP6;POSTE 225kV N0 1 HYERES;83069;Hyères;;< 5 MW;zone soutirage;;;;;
I.ABEP3;POSTE 63kV N0 1 ISLE D ABEAU;38193;L'Isle-d'Abeau;;< 5 MW;zone soutirage;;;;;
I.DODP3;POSTE 63kV N0 1 ISLE-EN-DODON (L);31239;L'Isle-en-Dodon;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Jalis;105 MW
I.DOUP3;POSTE 63kV N0 1 ISLE-SUR-LE-DOUBS (L );25315;L'Isle-sur-le-Doubs;;< 5 MW;;;;;;
I.JO5P3;POSTE 63kV N0 1 ISLE-JOURDAIN;32160;L'Isle-Jourdain;;< 5 MW;zone soutirage;;;;;
I.JOUP4;POSTE 90kV N0 1 ISLE-JOURDAIN (MILLAC);86159;Millac;;< 5 MW;;;;;;
I.NANP3;POSTE 63kV N0 1 ILE-DE-NANTES;44109;Nantes;;< 5 MW;zone soutirage;;;;;
I.NAPP3;POSTE 63kV N0 1 ILE-NAPOLEON;68154;Illzach;;< 5 MW;zone soutirage;;;;;
I.NAPP6;POSTE 225kV N0 1 ILE-NAPOLEON;68154;Illzach;;< 5 MW;zone soutirage;;;;;
I.TETP3;POSTE 63kV N0 1 ILLE-SUR-TET;66088;Ille-sur-Têt;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Baixas;210 MW
ILES5P3;POSTE 63kV N0 1 ILES (LES);38005;Allemond;;< 5 MW;;;;;;
ILES5P7;POSTE 400kV N0 1 ILES (LES);38005;Allemond;;< 5 MW;;;;;;
ISIGNP4;POSTE 90kV N0 1 ISIGNY;14342;Isigny-sur-Mer;;< 5 MW;zone soutirage;;;;;
ISOLAP3;POSTE 63kV N0 1 ISOLA (2000);06073;Isola;;< 5 MW;;;;;;
ISSE P4;POSTE 90kV N0 1 ISSE;44075;Issé;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
ISSELP3;POSTE 63kV N0 1 ISSEL;11175;Issel;zone faisant l'objet de demandes;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;50 MW;Issel;55 MW
ISSELP7;POSTE 400kV N0 1 ISSEL;11175;Issel;;< 5 MW;;;;;;
ISSOIP3;POSTE 63kV N0 1 ISSOIRE;63178;Issoire;;< 5 MW;zone soutirage;;;;;
ISSOIP6;POSTE 225kV N0 1 ISSOIRE;63178;Issoire;;< 5 MW;zone soutirage;;;;;
ITTEVP3;POSTE 63kV N0 1 ITTEVILLE;91315;Itteville;;< 5 MW;zone soutirage;;;;;
